id,Category,len,color,fit_shape,length,occasion,ornamentation,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,attr_10
27403,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27404,Kurtis,9,pink,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27405,Kurtis,9,pink,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27406,Kurtis,9,black,a-line,calf length,,default,default,default,three-quarter sleeves,regular,
27407,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,
27408,Kurtis,9,blue,a-line,knee length,party,default,solid,solid,short sleeves,regular,
27409,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27410,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,
27411,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27412,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27413,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27414,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27415,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27416,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27417,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27418,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27419,Kurtis,9,grey,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27420,Kurtis,9,green,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,
27421,Kurtis,9,green,,,,default,default,default,three-quarter sleeves,regular,
27422,Kurtis,9,maroon,,,,default,default,default,three-quarter sleeves,regular,
27423,Kurtis,9,maroon,straight,calf length,,default,default,default,three-quarter sleeves,regular,
27424,Kurtis,9,black,,,,default,default,default,three-quarter sleeves,regular,
27425,Kurtis,9,navy blue,,,,default,default,default,three-quarter sleeves,regular,
27426,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27427,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27428,Kurtis,9,red,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,
27429,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27430,Kurtis,9,black,a-line,knee length,party,default,solid,solid,three-quarter sleeves,regular,
27431,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27432,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27433,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27434,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27435,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27436,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27437,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27438,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27439,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27440,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27441,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27442,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27443,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,
27444,Kurtis,9,purple,,,party,default,default,default,three-quarter sleeves,regular,
27445,Kurtis,9,yellow,,,party,default,default,default,three-quarter sleeves,regular,
27446,Kurtis,9,blue,,,party,default,default,default,three-quarter sleeves,regular,
27447,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,
27448,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27449,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,
27450,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,
27451,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,
27452,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,
27453,Kurtis,9,black,,,daily,default,default,default,,regular,
27454,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,
27455,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,
27456,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,
27457,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,
27458,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27459,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27460,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27461,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27462,Kurtis,9,grey,,,party,default,default,default,three-quarter sleeves,regular,
27463,Kurtis,9,blue,,,,default,default,default,three-quarter sleeves,regular,
27464,Kurtis,9,yellow,,,,default,default,default,three-quarter sleeves,regular,
27465,Kurtis,9,,,,,default,default,default,three-quarter sleeves,regular,
27466,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27467,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27468,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27469,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27470,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27471,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27472,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27473,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27474,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27475,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27476,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27477,Kurtis,9,,straight,calf length,,default,default,default,three-quarter sleeves,regular,
27478,Kurtis,9,red,,calf length,party,default,default,default,three-quarter sleeves,regular,
27479,Kurtis,9,multicolor,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27480,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27481,Kurtis,9,multicolor,a-line,calf length,daily,default,default,default,three-quarter sleeves,,
27482,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27483,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27484,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27485,Kurtis,9,red,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,
27486,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27487,Kurtis,9,black,a-line,calf length,party,net,solid,solid,three-quarter sleeves,regular,
27488,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27489,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27490,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27491,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27492,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27493,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27494,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27495,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27496,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27497,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27498,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27499,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27500,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27501,Kurtis,9,purple,a-line,calf length,daily,default,default,default,short sleeves,regular,
27502,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27503,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27504,Kurtis,9,navy blue,,,party,default,default,default,three-quarter sleeves,regular,
27505,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27506,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
27507,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,regular,
27508,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,
27509,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27510,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27511,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27512,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27513,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27514,Kurtis,9,red,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27515,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27516,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
27517,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27518,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27519,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27520,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27521,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27522,Kurtis,9,red,a-line,knee length,,net,solid,solid,three-quarter sleeves,regular,
27523,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27524,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27525,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27526,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27527,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27528,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27529,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27530,Kurtis,9,yellow,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27531,Kurtis,9,maroon,a-line,knee length,party,default,solid,solid,three-quarter sleeves,regular,
27532,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27533,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27534,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27535,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27536,Kurtis,9,green,a-line,knee length,daily,net,default,solid,three-quarter sleeves,regular,
27537,Kurtis,9,maroon,a-line,knee length,daily,net,solid,default,three-quarter sleeves,regular,
27538,Kurtis,9,black,,,,default,default,default,,regular,
27539,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27540,Kurtis,9,maroon,a-line,knee length,party,default,solid,solid,three-quarter sleeves,regular,
27541,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,
27542,Kurtis,9,navy blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,
27543,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27544,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27545,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27546,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27547,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27548,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27549,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27550,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27551,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27552,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27553,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27554,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27555,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27556,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27557,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27558,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27559,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27560,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27561,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27562,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27563,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,
27564,Kurtis,9,pink,,calf length,,default,default,default,three-quarter sleeves,regular,
27565,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,
27566,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
27567,Kurtis,9,yellow,,calf length,,default,default,default,three-quarter sleeves,regular,
27568,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27569,Kurtis,9,blue,a-line,knee length,party,net,solid,solid,three-quarter sleeves,regular,
27570,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27571,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
27572,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27573,Kurtis,9,maroon,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27574,Kurtis,9,maroon,,calf length,,default,default,default,three-quarter sleeves,regular,
27575,Kurtis,9,pink,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27576,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27577,Kurtis,9,red,,calf length,,default,default,default,three-quarter sleeves,regular,
27578,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27579,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,,
27580,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27581,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27582,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27583,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27584,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27585,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27586,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27587,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27588,Kurtis,9,,,calf length,,default,solid,solid,three-quarter sleeves,regular,
27589,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27590,Kurtis,9,grey,,,party,default,default,default,three-quarter sleeves,regular,
27591,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27592,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27593,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
27594,Kurtis,9,blue,,,party,default,default,default,three-quarter sleeves,regular,
27595,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
27596,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27597,Kurtis,9,maroon,,,party,default,default,default,three-quarter sleeves,regular,
27598,Kurtis,9,navy blue,,,party,default,default,default,three-quarter sleeves,regular,
27599,Kurtis,9,blue,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27600,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,
27601,Kurtis,9,grey,,,party,default,default,default,three-quarter sleeves,regular,
27602,Kurtis,9,,,calf length,daily,default,solid,solid,three-quarter sleeves,regular,
27603,Kurtis,9,blue,,calf length,,default,default,default,three-quarter sleeves,regular,
27604,Kurtis,9,white,,calf length,,default,default,default,three-quarter sleeves,regular,
27605,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27606,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27607,Kurtis,9,yellow,,calf length,,default,default,default,three-quarter sleeves,regular,
27608,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27609,Kurtis,9,maroon,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
27610,Kurtis,9,grey,,calf length,,default,default,default,three-quarter sleeves,regular,
27611,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27612,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27613,Kurtis,9,yellow,,,party,default,default,default,three-quarter sleeves,regular,
27614,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27615,Kurtis,9,orange,,calf length,,default,default,default,three-quarter sleeves,regular,
27616,Kurtis,9,navy blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27617,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27618,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27619,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27620,Kurtis,9,red,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
27621,Kurtis,9,maroon,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27622,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27623,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,
27624,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27625,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27626,Kurtis,9,grey,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
27627,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,
27628,Kurtis,9,maroon,,,party,default,default,default,three-quarter sleeves,regular,
27629,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27630,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27631,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27632,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27633,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27634,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
27635,Kurtis,9,red,a-line,knee length,,default,solid,solid,three-quarter sleeves,regular,
27636,Kurtis,9,red,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27637,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27638,Kurtis,9,maroon,a-line,calf length,,default,default,default,three-quarter sleeves,regular,
27639,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27640,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27641,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27642,Kurtis,9,maroon,a-line,knee length,,default,default,default,three-quarter sleeves,regular,
27643,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27644,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27645,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27646,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27647,Kurtis,9,yellow,straight,calf length,party,default,default,default,three-quarter sleeves,regular,
27648,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27649,Kurtis,9,black,straight,calf length,,default,default,default,three-quarter sleeves,regular,
27650,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27651,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27652,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,short sleeves,regular,
27653,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27654,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27655,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27656,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27657,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
27658,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27659,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27660,Kurtis,9,green,,,daily,default,default,default,three-quarter sleeves,regular,
27661,Kurtis,9,black,,calf length,daily,default,solid,solid,three-quarter sleeves,regular,
27662,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,sleeveless,sleeveless,
27663,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27664,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,
27665,Kurtis,9,blue,,calf length,,default,default,default,three-quarter sleeves,regular,
27666,Kurtis,9,green,,calf length,,default,default,default,three-quarter sleeves,regular,
27667,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27668,Kurtis,9,green,,calf length,,default,default,default,three-quarter sleeves,regular,
27669,Kurtis,9,yellow,,calf length,daily,default,solid,solid,three-quarter sleeves,regular,
27670,Kurtis,9,navy blue,,calf length,,default,solid,default,three-quarter sleeves,regular,
27671,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27672,Kurtis,9,black,,calf length,,default,default,default,three-quarter sleeves,regular,
27673,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27674,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27675,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27676,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27677,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27678,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27679,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27680,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27681,Kurtis,9,white,,calf length,,default,default,default,three-quarter sleeves,regular,
27682,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27683,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27684,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,
27685,Kurtis,9,yellow,,,daily,default,default,default,three-quarter sleeves,regular,
27686,Kurtis,9,black,,calf length,party,default,default,default,three-quarter sleeves,regular,
27687,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,sleeveless,sleeveless,
27688,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27689,Kurtis,9,white,,calf length,,default,default,default,three-quarter sleeves,regular,
27690,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
27691,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,
27692,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,
27693,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27694,Kurtis,9,yellow,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,
27695,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,
27696,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27697,Kurtis,9,red,a-line,,daily,default,default,default,three-quarter sleeves,regular,
27698,Kurtis,9,pink,,calf length,daily,default,default,default,three-quarter sleeves,,
27699,Kurtis,9,maroon,,calf length,,default,default,default,three-quarter sleeves,regular,
27700,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,
27701,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
27702,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
27703,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27704,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27705,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27706,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27707,Kurtis,9,green,,,,default,default,default,three-quarter sleeves,regular,
27708,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27709,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27710,Kurtis,9,purple,,,daily,default,default,default,three-quarter sleeves,regular,
27711,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27712,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27713,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,
27714,Kurtis,9,pink,,calf length,,default,default,default,three-quarter sleeves,regular,
27715,Kurtis,9,red,,calf length,daily,default,default,default,three-quarter sleeves,regular,
27716,Kurtis,9,,,calf length,party,default,default,default,three-quarter sleeves,regular,
27717,Kurtis,9,black,,calf length,,default,default,default,three-quarter sleeves,regular,
27718,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27719,Kurtis,9,blue,a-line,knee length,,default,solid,solid,three-quarter sleeves,regular,
27720,Kurtis,9,grey,,,daily,default,default,default,three-quarter sleeves,regular,
27721,Kurtis,9,navy blue,,,,default,default,default,three-quarter sleeves,regular,
27722,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,
27723,Kurtis,9,green,,calf length,,default,default,default,three-quarter sleeves,regular,
27724,Kurtis,9,orange,,calf length,,default,default,default,three-quarter sleeves,regular,
27725,Kurtis,9,white,,calf length,,default,default,default,three-quarter sleeves,regular,
27726,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,
